"","sessionid","treatmentnumber","subjects","period","subject","group","profit","totalprofit","contribution_id","income","strategic_ability","timecalculercontrolreppggok","timeokcontrolreppggok","timecalculerrepeatedpggok","timeokrepeatedpggok","sumc_rep","roundprofit","timecontinuerrepeatedpggfeedback","gamepaid","paypgg","paytask","finalprofit","moneyearned","crtscore","paycrt","mycontrib","sumcont_one","sm","paypggone","type","unassigned","winrace","payrace","bilevel","maxint","choiceguess","payguess","target","p","guessability","gr_one","ap","unco_cont","cond1","cond2","cond3","cond4","cond5","cond6","cond7","cond8","cond9","cond10","cond11","cond12","cond13","cond14","cond15","cond16","cond17","cond18","cond19","cond20","cond21","timeokcontrolonepggok","timeokoneshotpgguncook","timeokoneshotpggcondok","avg_cond","cov","sum_square1","sum_square2","avg_bench","d1","d2","var_cond","cor","othercont","mycond","ca","cb","cc","gr_guess","ce","timeokguessinggameok","cg","distance","winguess","cj","sessiontarget","cl","age","gender","study","yearstudy","nation","difficultexp","strategy","strategy1","strategy2","strategypartner","risk","session","id","idgroup","hetero","female","groupcont","avg_cont_all","avg_cont_type","avg_cont_ability","otherCC","CC","n_cc","cumability","bin_strategic_ability","n_H","avg_cont_prefgroup","avg_cont_abgroup","groupcompo","allCC","allH","dif_cont","othercont_rep","mincont","medcont","repothercont","otherH","periodsq","minab","maxab","decile","quartile","avgsm","FR","n_low","n_fr","allFR","allLow","fieldstudy","nationality","avg_cont_compo","condition","sum_contribution_g","avg_contribution_g","avg_contr_g_others","roundprofit_id","grouptype","group_ability_cont","group_ability_cat","group_ability_bin"
"1331","160324_1558",0,"subjects",13,3,1,"0","0",0,228.6,49.4503277861826,"-","-","0",29,0,20,19,NA,NA,NA,12415,12415,0,0,200,380,1,"228","CondCoop",NA,1,200,3,5,25,200,32,"0.6666666666666666",0.883509833585477,7,1,50,0,0,0,0,0,0,0,50,60,70,80,100,110,120,130,130,130,200,200,200,200,-17,20,39,"8476190476190470",90900,1137238095238090,77000,100,"1152380952380950",100,"5686190476190470",0.971388194297013,180,200,380,200,"228",1,25,29,32,7,1,200,2927777777777770,"0.8835098335854766",18,"Femme","Economie et Gestion, Math-Eco","Licence 1","Francaise","4","J'ai voulu que tout le monde investisse le montant maximal (20) car c'était preferable pour tout la monde donc pendant les premières periodes, j'ai misé 20 mais les autres zero, mais j'ai continué pensant les encourager,","rien à faire (il n'avaient surement pas reflechi à la meilleurs strategie..) du coup j'ai misé de tout petits montant le reste des periodes car miser tout laors qu'ils ne misait rien m'etait defavorable et leur etait plus favorable, dommage.",NA,"Je pensais bien qu'au debut,ils ne miseraient pas beaucoup mais j'ai pensé que mes mises les encourageraient, ce n'était pas le cas.",9,7,147,"49",NA,1,0,5.02083349227905,7.23999977111816,3.95652174949646,0,1,1,0.630208313465118,1,2,4.62222242355347,4.73684215545654,3,0,0,-5,0,0,0,0,1,169,12.1129598617554,59.4688186645508,7,3,84.7619018554688,0,1,1,0,0,3,3,4.72222232818604,"RAND",0,0,0,20,"grouptype_is_mixed",40.3440354121141,"MEDIUM","LOW_STRAT"
"1332","160323_1352",1,"subjects",13,15,7,"0","0",20,271.2,76.0053981106613,"-","-","0",29,35,21,20,NA,NA,NA,12.88,12.88,3,300,200,300,0,"180","Others",NA,1,200,3,5,38,0,1377777777777770,"0.6666666666666666",0.680161943319838,5,0,200,150,150,150,150,150,150,150,150,150,200,200,200,200,200,50,50,50,50,50,50,0,-112,-38,34,"1261904761904760",-51500,8309523809523810,77000,100,"-1261904761904760",100,"4154761904761900",-0.643833837989546,100,0,300,200,"180",3,38,85,1377777777777770,2422222222222220,0,0,2483333333333330,"0.680161943319838",20,"Homme","Economie et Gestion, Math-Eco","Licence 1","Francaise","5 (Facile)","il aurait fallut que tout les participants mettent 20 à chaque période (ce que j'ai fait au début) pour être sur d'être le plus gagant possible. Malheureusement certains sont trop ignorant pour le concevoir et l'appliquer.","",NA,"je ne savais pas comment ils allaient jouer, j'espérais qu'ils jouent du mieux possible (en mettant le maximum à chaque fois)",7,5,111,"39",0,0,11.6666669845581,5.93055534362793,7.08333349227905,6.13513517379761,0,0,0,0.90625,1,2,4.3125,4.73684215545654,3,0,0,0,15.0000009536743,0,15,15.0000009536743,1,169,35.5735473632812,76.0054016113281,10,4,126.190475463867,0,1,0,0,0,3,3,4.72222232818604,"PREF",35,11.6666666666667,7.5,21,"Others",55.1896836107362,"HIGH","HIGH_STRAT"
"1333","160323_1155",1,"subjects",13,7,7,"0","0",10,454.4,23.2323232323232,"-","-","0",28,45,37,11,NA,NA,NA,15.56,15.56,1,100,80,90,0,"174","Others",NA,1,200,1,5,60,0,2622222222222220,"0.6666666666666666",0.163636363636364,2,0,80,0,10,20,50,80,100,110,120,120,120,120,140,140,120,120,120,100,100,80,40,40,-453,-5,-44,"880952380952381",18200,3812380952380950,77000,100,"-480952380952381",100,"1906190476190470",0.335913826298804,50,40,90,80,"174",5,60,75,2622222222222220,3377777777777770,0,0,2933333333333330,"0.1636363636363637",21,"Femme","Autres","Master 1","Francaise","3","Si les autres membres du groupes \""misaient\"" beaucoup, je misais peu.","",NA,"Qu'ils allaient miser de façon relativement stable (entre 11 et 14 par session)",2,4,79,"31",0,1,15,5.93055534362793,7.08333349227905,5.7142858505249,0,0,0,0.15625,0,2,4.3125,4.73684215545654,3,0,0,2,35,17,17,35,2,169,23.2323226928711,67.9797973632812,2,1,88.0952377319336,0,1,0,0,0,1,3,4.72222232818604,"PREF",45,15,17.5,37,"Others",48.8552188552189,"MEDIUM","HIGH_STRAT"
"1334","160324_1558",0,"subjects",13,17,6,"0","0",10,2.79e+15,31.5784165405951,"-","-","0",29,23,13.8,14,NA,NA,NA,15485,15485,0,0,100,330,0,"298","CondCoop",NA,1,200,1,5,20,0,2377777777777770,"0.6666666666666666",0.747352496217852,6,0,100,0,0,0,0,0,0,50,100,100,100,100,100,100,100,140,150,160,170,180,190,200,-37,33,37,"9238095238095230",84100,9838095238095230,77000,100,"1076190476190470",100,"4919047619047610",0.966262492876283,400,200,330,100,"298",3,20,81,2377777777777770,3777777777777770,0,0,2927777777777770,"0.7473524962178519",21,"Homme","Economie et Gestion, Math-Eco","Licence 2","Autre Non-Européenne","3","je donne chaque fois 10","",NA,"je pense qu'il donne moins 5",8,7,161,"54",NA,0,4.33333349227905,5.02083349227905,7.23999977111816,6,0,1,1,0.286458343267441,0,1,4.62222242355347,7.125,3,0,0,0,3.00000047683716,0,3,3.00000047683716,1,169,21.1901168823242,72.1129608154297,3,2,92.3809509277344,0,2,1,0,0,3,2,4.72222232818604,"RAND",13,4.33333333333333,1.5,17.8,"grouptype_is_mixed",41.6271642292822,"MEDIUM","LOW_STRAT"
"1335","160329_1355",0,"subjects",13,17,6,"0","0",9,404.8,33.5283930361863,"-","-","0",26,32,30.2,13,NA,NA,NA,14.15,14.15,1,100,150,360,1,"266","CondCoop",NA,1,200,1,5,50,100,40,"0.6666666666666666",0.472518457752256,5,1,90,70,90,90,90,50,80,90,100,100,100,90,100,100,100,120,150,150,150,150,150,150,-347,34,-16,"1080952380952380",33100,1832380952380950,77000,100,"419047619047619",100,"9161904761904760",0.88120052429306,210,150,360,150,"266",7,50,68,40,10,1,100,3213888888888880,"0.4725184577522559",22,"Homme","Economie et Gestion, Math-Eco","Licence 2","Francaise","2","Au départj'ai contribuer 10 pour voir combien j'ai de gain et par la suite j'augmentais ou diminuais la valeur à contribuer.","",NA,"pas mal",6,8,185,"62",NA,0,10.6666669845581,5.02083349227905,7.23999977111816,6,1,1,2,0.3125,0,1,4.47916650772095,7.125,3,0,0,0,23,11,11,23,1,169,28.8888893127441,55.5555572509766,4,2,108.095237731934,0,2,1,0,0,3,3,4.72222232818604,"RAND",32,10.6666666666667,11.5,30.2,"grouptype_is_mixed",39.3242791602103,"MEDIUM","LOW_STRAT"
"1336","160323_1155",1,"subjects",13,12,1,"0","0",0,252.8,36.6666666666667,"-","-","0",28,0,20,19,NA,NA,NA,7319999999999990,7319999999999990,0,0,0,300,0,"380","Freerider",NA,1,200,1,5,33,100,3688888888888880,"0.6666666666666666",0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-28,-94,"0",0,0,77000,100,"0",100,"0",0,140,0,300,0,"380",6,33,26,3688888888888880,3888888888888880,1,100,2933333333333330,"0.9",20,"Femme","Droit, Sciences politiques","Licence 2","Francaise","3","J'ai joué ce que je jouais l'ordinateur. S'il jouait 1, je jouais ensuite 1 etc...","",NA,"De manière égoiste.",7,4,84,"25",0,1,0,5.93055534362793,2.5,5.7142858505249,0,0,0,0.348958343267441,0,0,4.3125,4.53333330154419,3,0,0,0,0,0,0,0,0,169,30.3030300140381,36.6666679382324,4,2,0,1,3,3,1,1,2,3,4.72222232818604,"PREF",0,0,0,20,"Freerider",33.4343434343434,"LOW","LOW_STRAT"
"1337","160323_1155",1,"subjects",13,8,1,"0","0",0,271.8,30.3030303030303,"-","-","0",28,0,20,3,NA,NA,NA,7794999999999990,7794999999999990,0,0,10,90,1,"244","Freerider",NA,1,200,1,5,40,200,3111111111111110,"0.6666666666666666",0.709090909090909,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,-412,20,-32,"0.9523809523809523",1900,180952380952381,77000,100,"9047619047619040",100,"9047619047619040",0.509009733787979,80,10,90,10,"244",3,40,56,3111111111111110,8888888888888890,1,200,2933333333333330,"0.7090909090909091",23,"Femme","Autres","Master 1","Francaise","2","je gardais tous les jetons, j'ai essayé deux fois de mettre un jeton pour voir si cela allait inciter les autres à en mettre.","",NA,"qu'ils allaient tout garder pour eux",2,4,80,"25",0,1,0,5.93055534362793,2.5,5.7142858505249,0,0,0,0.234375,0,0,4.3125,4.53333330154419,3,0,0,-5,0,0,0,0,0,169,30.3030300140381,36.6666679382324,3,1,0.952380955219269,1,3,3,1,1,1,3,4.72222232818604,"PREF",0,0,0,20,"Freerider",33.4343434343434,"LOW","LOW_STRAT"
"1338","160324_1558",0,"subjects",13,4,2,"0","0",0,304.8,39.3444276348966,"-","-","0",29,0,20,20,NA,NA,NA,12.22,12.22,0,0,200,240,0,"144","CondCoop",NA,1,200,1,5,30,200,2511111111111110,"0.6666666666666666",0.980332829046899,5,0,200,0,10,20,30,40,50,60,70,80,90,100,110,120,130,130,140,140,150,150,160,160,-96,30,59,"9238095238095230",64400,5498095238095230,77000,100,"6761904761904760",100,"2749047619047610",0.989770203703405,40,160,240,200,"144",6,30,19,2511111111111110,4888888888888890,1,200,2927777777777770,"0.9803328290468986",21,"Homme","Autres","Licence 2","Francaise","3","Contribuer le plus possibler néanmmoins une personne ne jouait pas le jeu donc ne plus rien partager à partir de la 10ème répétition m'a paru être une bonne solution.","",NA,"En partageant au maximum gagnant ainsi le plus d'argent raisonnablement possible.",7,7,148,"50",NA,0,0,5.02083349227905,7.23999977111816,6,1,1,2,0.421875,0,1,4.47916650772095,7.125,3,0,0,-20,0,0,0,0,1,169,38.2450828552246,54.5234489440918,5,2,92.3809509277344,0,2,1,0,0,1,3,4.72222232818604,"RAND",0,0,0,20,"grouptype_is_mixed",44.0376533871239,"MEDIUM","HIGH_STRAT"
"1339","160323_1557",1,"subjects",13,24,3,"0","0",0,337.6,13.3333333333333,"-","-","0",29,0,20,20,NA,NA,NA,14.44,14.44,0,0,0,110,0,"266","Freerider",NA,1,200,2,5,70,200,5444444444444440,"0.6666666666666666",0,4,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,200,47,36,-23,"1190476190476190",20000,395238095238095,77000,100,"1880952380952380",100,"1976190476190470",0.362539418863675,110,200,110,0,"266",7,70,83,5444444444444440,1555555555555550,1,200,2836111111111110,"0",20,"Femme","Economie et Gestion, Math-Eco","Licence 3","Francaise","3","poser 0","",NA,"je pensais qu'ils allaient poser beaucoup",2,6,144,"43",0,1,0,5.93055534362793,2.5,5.7142858505249,0,0,0,0.0989583358168602,0,0,4.3125,4.53333330154419,3,0,0,0,0,0,0,0,0,169,13.3333330154419,35.8917579650879,1,1,11.9047622680664,1,3,3,1,1,3,3,4.72222232818604,"PREF",0,0,0,20,"Freerider",23.0750307503075,"LOW","LOW_STRAT"
"1340","160321_1143",2,"subjects",13,18,6,"0","0",3,272.4,39.0401051939514,"-","-","0",27,8,21.8,18,NA,NA,NA,10275,10275,1,100,70,470,0,"412","Freerider",NA,1,200,2,5,0,100,9777777777777770,"0.6666666666666666",0.437869822485207,5,0,70,0,0,0,0,10,10,10,15,15,20,20,20,20,20,20,20,20,40,50,60,70,33,8,-18,"2095238095238090",20950,7330952380952370,77000,100,"4904761904761900",100,"3665476190476180",0.881776388512773,250,70,470,70,"412",5,0,51,9777777777777770,9777777777777770,1,100,23.75,"0.4378698224852071",21,"Femme","Autres","Master 1","Francaise","4","contribuer un peu à chaque fois et en fonction des attitudes de chacun au tour précédent","",NA,"Je pensais que les autres allaient plus contribuer pour le projet commun",8,1,18,"6",NA,1,2.66666674613953,5.45833349227905,5.56410264968872,4.47222232818604,1,0,2,0.411458343267441,0,0,4.47916650772095,4.53333330154419,3,0,0,-4,5,0,3,5,0,169,38.1459579467773,39.0401039123535,5,2,20.9523811340332,1,3,2,0,1,1,3,4.72222232818604,"STRAT",8,2.66666666666667,2.5,21.8,"grouptype_is_mixed",38.7332895025203,"MEDIUM","LOW_STRAT"
"1341","160324_1558",0,"subjects",13,21,7,"0","0",20,443.2,43.2879475542108,"-","-","0",29,60,36,19,NA,NA,NA,23.08,23.08,0,0,0,380,0,"428","Freerider",NA,1,200,2,5,33,0,2511111111111110,"0.6666666666666666",0.898638426626324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,88,"0",0,0,77000,100,"0",100,"0",0,380,0,380,0,"428",6,33,75,2511111111111110,7888888888888890,0,0,2927777777777770,"0.8986384266263237",20,"Homme","Economie et Gestion, Math-Eco","Licence 3","Francaise","3","jouer 20 si les autres jouent aussi 20","",NA,"comme moi",7,7,165,"55",NA,0,20,5.02083349227905,2.75,6,1,0,1,0.494791656732559,0,1,4.62222242355347,7.125,3,0,0,20,40,20,20,40,1,169,17.7777786254883,47.2281074523926,5,2,0,1,2,1,0,0,3,3,4.72222232818604,"RAND",60,20,20,36,"grouptype_is_mixed",36.097943631983,"LOW","LOW_STRAT"
"1342","160324_1558",0,"subjects",13,2,1,"0","0",0,339.6,12.1129601613717,"-","-","16",9,0,20,-5,NA,NA,NA,17.89,17.89,0,0,20,260,0,"336","Others",NA,1,200,1,5,60,0,28,"0.6666666666666666",0.16338880484115,3,0,20,0,20,20,30,50,20,60,20,20,10,30,20,20,40,20,50,30,60,20,20,20,-222,-10,-94,"2761904761904760",3500,4980952380952380,77000,100,"-761904761904762",100,"2490476190476190",0.178717255646091,40,20,260,20,"336",5,60,1,28,32,0,0,2927777777777770,"0.1633888048411498",22,"Femme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Licence 2","Autre Non-Européenne","4","au debut c'etait de mettre zero pour  voir c'est que les autres vont repondre et a la fin aussi pour assurer le fait de faire confiance que à soi meme","",NA,"je pense qu'ils ont jouer exactement comme je le penser car ils sont devenu strategique vers la fin",5,7,146,"49",NA,1,0,5.02083349227905,3.375,6,1,0,1,0.0729166641831398,0,2,4.62222242355347,4.73684215545654,3,0,0,-2,0,0,0,0,2,169,12.1129598617554,59.4688186645508,1,1,27.619047164917,0,1,1,0,0,4,2,4.72222232818604,"RAND",0,0,0,20,"grouptype_is_mixed",40.3440354121141,"MEDIUM","LOW_STRAT"
"1343","160321_1405",2,"subjects",13,20,5,"0","0",0,307.6,40.180790960452,"-","-","-",29,2,21.2,19,NA,NA,NA,8719999999999990,8719999999999990,0,0,50,120,1,"222","CondCoop",NA,1,200,2,5,33,200,2311111111111110,"0.6666666666666666",0.805423728813559,2,1,50,0,0,0,5,5,5,10,10,0,10,10,10,10,50,50,50,50,50,50,50,50,23,4,-2,"2261904761904760",24600,9930952380952370,77000,100,"2738095238095230",100,"4965476190476180",0.889599017915528,70,50,120,50,"222",8,33,4,2311111111111110,9888888888888890,1,200,2502777777777770,"0.8054237288135593",20,"Homme","Economie et Gestion, Math-Eco","Licence 2","Francaise","4","Investir une somme moyenne par rapport a la somme investi par les deux autres membres","",NA,"En essayant d'investir le moins possible",7,2,44,"13",NA,0,0.666666686534882,5.45833349227905,5.56410264968872,4.47222232818604,0,1,1,0.453125,0,0,4.62222242355347,4.53333330154419,3,0,0,-5,2,0,0,2,0,169,40.1807899475098,42.2222213745117,5,2,22.619047164917,0,3,1,0,1,3,3,4.72222232818604,"STRAT",2,0.666666666666667,1,21.2,"grouptype_is_mixed",40.8612680477087,"MEDIUM","LOW_STRAT"
"1344","160321_1553",2,"subjects",13,7,7,"0","0",20,3.5e+15,24.4444444444444,"-","-","0",28,48,28.8,19,NA,NA,NA,9.97e+15,9.97e+15,1,100,0,300,0,"380","Freerider",NA,1,200,2,5,100,0,4111111111111110,"0.6666666666666666",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-157,2,-21,"0",0,0,77000,100,"0",100,"0",0,300,0,300,0,"380",7,100,67,4111111111111110,5888888888888880,0,0,3141666666666660,"0",24,"Femme","Economie et Gestion, Math-Eco","Doctorat","Francaise","4","contribuer au maximum c'est-à-dire à hauteur de 20 jetons par période","",NA,"de la même façon",3,3,55,"23",NA,1,16,5.45833349227905,6.33333349227905,4.47222232818604,1,0,1,0.17708332836628,0,0,4.62222242355347,4.53333330154419,3,0,0,20,28,10,18,28,0,169,20.3212852478027,24.4444446563721,2,1,0,1,3,1,0,1,3,3,4.72222232818604,"STRAT",48,16,14,28.8,"grouptype_is_mixed",22.9808121374386,"LOW","LOW_STRAT"
"1345","160321_1143",2,"subjects",13,20,7,"0","0",0,2.882e+15,37.0677186061801,"-","-","0",29,13,27.8,18,NA,NA,NA,10.75,10.75,1,100,200,360,0,"216","CondCoop",NA,1,200,2,5,50,0,36,"0.6666666666666666",0.378698224852071,6,0,200,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,-66,47,20,"1333333333333330",98000,1866666666666660,77000,100,"6666666666666660",100,"9333333333333330",0.817423891369599,100,200,360,200,"216",1,50,54,36,14,0,0,23.75,"0.3786982248520711",23,"Homme","Economie et Gestion, Math-Eco","Master 1","Francaise","5 (Facile)","Vérifier les capacités intellectuelles de mon groupe à pouvoir maximiser leurs Gains. Si ils comprenaient pas que miser 20 à chaque tour permetté de gagner plus qu'une stratégie individuelle => mise de 0","",NA,"Comme des teubés",5,1,20,"7",NA,0,4.33333349227905,5.45833349227905,5.56410264968872,4.47222232818604,1,1,2,0.364583343267441,0,0,4.47916650772095,4.53333330154419,3,0,0,-20,13,3,3,13,0,169,31.1242599487305,37.0677185058594,4,2,133.33332824707,0,3,0,0,1,3,3,4.72222232818604,"STRAT",13,4.33333333333333,6.5,27.8,"grouptype_is_mixed",33.5218058294981,"LOW","LOW_STRAT"
"1346","160321_1143",2,"subjects",13,11,5,"0","0",0,485,44.9967126890204,"-","-","0",29,20,32,19,NA,NA,NA,15.94,15.94,1,100,200,470,1,"282","CondCoop",NA,1,200,1,5,16,200,1711111111111110,"0.6666666666666666",0.816568047337278,5,1,50,0,0,0,0,0,100,100,100,100,100,100,100,100,100,150,150,150,150,150,150,200,2,21,-31,"9523809523809520",69500,7452380952380950,77000,100,"1047619047619040",100,"3726190476190470",0.917470097393264,270,200,470,200,"282",7,16,-28,1711111111111110,1111111111111110,1,200,23.75,"0.8165680473372781",21,"Homme","Economie et Gestion, Math-Eco","Master 1","Autre Non-Européenne","4","puisqu'il y'a de l'information après chaque périodes, en premier tester la stratégies des autres participants en mettant 10 jetons, puis mettre 20 jetons vu que tout le monde l'ont fait, et vers les 3 dernières miser 0 jetons","parcequ'il y'a 22 personnes donc 8 groupes et une probabilités faibles de revenir dans le même groupe.",NA,"aucune idée fallait effectuer la première periode",8,1,11,"5",NA,0,6.66666650772095,5.45833349227905,5.56410264968872,6.44444465637207,1,1,2,0.567708313465118,1,1,4.47916650772095,7.125,3,0,0,-5,20,0,0,20,0,169,40.7889556884766,44.996711730957,6,3,95.2380981445312,0,2,0,0,0,3,2,4.72222232818604,"STRAT",20,6.66666666666667,10,32,"grouptype_is_mixed",42.4326101249178,"MEDIUM","HIGH_STRAT"
"1347","160323_1155",1,"subjects",13,17,8,"0","0",20,459,81.2121212121212,"-","-","0",28,60,36,12,NA,NA,NA,20075,20075,3,300,100,400,0,"340","Freerider",NA,1,200,5,5,50,0,1888888888888880,"0.6666666666666666",0.436363636363636,8,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,38,0,11,"9523809523809520",20000,3809523809523810,77000,100,"1904761904761900",100,"1904761904761900",0.369274472937998,300,200,400,100,"340",7,50,83,1888888888888880,3111111111111110,0,0,2933333333333330,"0.4363636363636364",19,"Homme","Droit, Sciences politiques","Licence 2","Francaise","3","20 tout le temps sauf fin 0","",NA,"partage progressif et peut etre coupure brutale a fin, c'est ce qui s'est passé dès le 14, sans doute une erreur de stratégie de la personne",5,4,89,"32",1,0,20,5.93055534362793,14.3333330154419,6.13513517379761,0,0,0,0.932291686534882,1,2,4.3125,4.73684215545654,3,0,0,10,40,20,20,40,1,169,43.3333320617676,81.2121200561523,10,4,9.5238094329834,1,1,2,0,0,2,3,4.72222232818604,"PREF",60,20,20,36,"grouptype_is_mixed",56.3299663299663,"HIGH","HIGH_STRAT"
"1348","160321_1553",2,"subjects",13,15,8,"0","0",0,403.4,6.66666666666667,"-","-","0",28,7,24.2,18,NA,NA,NA,11.16,11.16,0,0,80,180,0,"228","Others",NA,1,200,1,5,80,0,3866666666666660,"0.6666666666666666",0,6,0,80,0,20,20,20,20,20,20,30,30,10,0,30,30,20,20,40,30,50,60,0,10,-376,29,-56,"2285714285714280",6000,4628571428571420,77000,100,"-1285714285714280",100,"2314285714285710",0.317820863081864,50,10,180,80,"228",1,80,23,3866666666666660,4133333333333330,0,0,3141666666666660,"0",20,"Homme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Licence 2","Autre Non-Européenne","3","Comme dans le calcul des gains à chaque il y avait 20 (-) ma contribution. J'ai décidé de ne rien investir pour gagner le plus pour qu'on ne soustrait rien à mon gain et attendre la contribution des autres.","",NA,"Je pensais qu'ils allaient faire la meme chose que moi.",7,3,63,"24",NA,0,2.33333325386047,5.45833349227905,3.66666674613953,4.47222232818604,1,0,1,0.0625,0,0,4.62222242355347,4.53333330154419,3,0,0,-8,7,0,0,7,0,169,0,6.66666650772095,1,1,22.8571434020996,0,3,0,0,1,4,2,4.72222232818604,"STRAT",7,2.33333333333333,3.5,24.2,"grouptype_is_mixed",4.44444444444444,"LOW","LOW_STRAT"
"1349","160321_1553",2,"subjects",13,17,6,"0","0",10,295.4,39.8661311914324,"-","-","0",28,14,18.4,20,NA,NA,NA,8535,8535,1,100,100,360,0,"316","Others",NA,1,200,2,5,50,0,3666666666666660,"0.6666666666666666",0.462650602409639,8,0,100,0,0,0,10,20,50,100,100,100,130,100,100,50,50,50,50,50,50,50,50,50,-107,11,-62,"5523809523809520",13300,2832380952380950,77000,100,"-5238095238095240",100,"1416190476190470",0.284793744526097,260,50,360,100,"316",6,50,85,3666666666666660,1333333333333330,0,0,3141666666666660,"0.4626506024096385",21,"Femme","Autres","Licence 3","Francaise","2","mettre minimum 10 et faire varié en fonction des autres./","",NA,"au moins que tout le monde met 10",5,3,65,"22",NA,1,4.66666650772095,5.45833349227905,3.66666674613953,4.47222232818604,1,0,1,0.432291656732559,0,0,4.62222242355347,4.53333330154419,3,0,0,0,3.99999952316284,0,4,3.99999952316284,0,169,25.4083003997803,39.8661308288574,5,2,55.238094329834,0,3,1,0,1,1,3,4.72222232818604,"STRAT",14,4.66666666666667,2,18.4,"grouptype_is_mixed",30.2275769745649,"LOW","LOW_STRAT"
"1350","160323_1557",1,"subjects",13,18,2,"0","0",14,414.6,21.0824108241082,"-","-","0",25,37,28.2,17,NA,NA,NA,16215,16215,0,0,30,250,1,"320","Freerider",NA,1,200,1,5,7,0,2066666666666660,"0.6666666666666666",0.432472324723247,2,1,10,0,0,0,0,0,0,0,5,5,5,7,7,7,8,10,10,15,20,15,20,30,-157,-47,8,"7809523809523800",9349999999999990,1355238095238090,77000,100,"2219047619047610",100,"6776190476190470",0.915289431545917,220,30,250,30,"320",6,7,75,2066666666666660,1366666666666660,0,0,2836111111111110,"0.4324723247232474",22,"Homme","Economie et Gestion, Math-Eco","Licence 3","Autre Non-Européenne","3","je me retenais dans la contribution a la cagnontte dans les 3 premieres etapes et par la suite comme les 2 autres mettaient 20 j'ai aussi mis 20 pour gagner plus  que les 20 jetons de bas","",NA,"ils avaient compris la bonne strategie en mettant 2 chacun mais a la fin du jeu il n'ont rien mis, ils ont voulu garder les 20",7,6,138,"42",0,0,12.3333330154419,5.93055534362793,2.5,5.7142858505249,0,0,0,0.13541667163372,0,2,4.3125,4.73684215545654,3,0,0,13,23,8,14,23,2,169,21.0824108123779,77.0561676025391,2,1,7.8095235824585,1,1,3,1,0,3,2,4.72222232818604,"PREF",37,12.3333333333333,11.5,28.2,"Freerider",53.9702063687304,"HIGH","HIGH_STRAT"
"1351","160323_1557",1,"subjects",13,1,2,"0","0",15,362.6,77.0561705617056,"-","-","0",22,37,27.2,15,NA,NA,NA,15.29,15.29,2,200,60,110,0,"206","Freerider",NA,1,200,5,5,15,200,1311111111111110,"0.6666666666666666",0.645018450184502,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122,-228,55,"0",0,0,77000,100,"0",100,"0",0,50,0,110,60,"206",2,15,-27,1311111111111110,1888888888888880,1,200,2836111111111110,"0.645018450184502",29,"Homme","Economie et Gestion, Math-Eco","Doctorat","Francaise","4","je contribue au début, voir si les autres suivent, puis je contribue au max tant que je gagne plus que 20, pour ne pas lancer une dynamique de free ride. Tant mieux pour les petits rigolos qui ont empoché encore plus que moi :D","",NA,"J'esperai un peu plus de contribution mais n'avais pas d'interet à dévier a moyen terme",8,6,121,"42",0,0,12.3333330154419,5.93055534362793,2.5,6.13513517379761,0,0,0,0.911458313465118,1,2,4.3125,4.73684215545654,3,0,0,9,22,8,14,22,1,169,21.0824108123779,77.0561676025391,10,4,0,1,1,3,1,0,3,3,4.72222232818604,"PREF",37,12.3333333333333,11,27.2,"Freerider",53.9702063687304,"HIGH","HIGH_STRAT"
